'Elevation', 'Aspect', 'Slope', 'HydroH', 'HydroV', 'RoadH', 'Shade9', 'Shade12', 'Shade15', 'FireH', 'ftype'
1964.0, 343.0, 21.0, 60.0, 35.0, 360.0, 174.0, 204.0, 166.0, 691.0,Douglas
2058.0, 28.0, 32.0, 342.0, -5.0, 430.0, 191.0, 155.0, 82.0, 962.0,Douglas
2071.0, 43.0, 28.0, 390.0, 204.0, 390.0, 213.0, 167.0, 73.0, 992.0,Ponderosa
2911.0, 120.0, 19.0, 256.0, 84.0, 1110.0, 249.0, 220.0, 91.0, 360.0,Aspen
2876.0, 111.0, 27.0, 175.0, 49.0, 1050.0, 254.0, 199.0, 54.0, 270.0,Aspen
2796.0, 130.0, 16.0, 60.0, 9.0, 630.0, 244.0, 229.0, 109.0, 150.0,Aspen
2741.0, 85.0, 22.0, 458.0, 63.0, 872.0, 245.0, 197.0, 70.0, 1173.0,Lodgepole
2653.0, 268.0, 21.0, 0.0, 0.0, 1401.0, 161.0, 243.0, 218.0, 990.0,Aspen
2683.0, 269.0, 15.0, 0.0, 0.0, 1464.0, 181.0, 244.0, 202.0, 997.0,Aspen
2785.0, 286.0, 19.0, 30.0, 13.0, 1832.0, 163.0, 236.0, 211.0, 1158.0,Aspen
2820.0, 308.0, 17.0, 30.0, 13.0, 1897.0, 172.0, 227.0, 195.0, 1224.0,Aspen
2884.0, 261.0, 9.0, 0.0, 0.0, 2063.0, 199.0, 245.0, 185.0, 1400.0,Aspen
2894.0, 234.0, 9.0, 30.0, 3.0, 2103.0, 206.0, 248.0, 180.0, 1443.0,Aspen
2896.0, 248.0, 5.0, 30.0, 3.0, 2123.0, 209.0, 244.0, 173.0, 1465.0,Aspen
2856.0, 53.0, 16.0, 60.0, 21.0, 721.0, 227.0, 205.0, 107.0, 1920.0,Lodgepole
2922.0, 14.0, 18.0, 658.0, 59.0, 1199.0, 201.0, 200.0, 133.0, 819.0,Lodgepole
2798.0, 66.0, 18.0, 361.0, 103.0, 1024.0, 234.0, 200.0, 90.0, 391.0,Douglas
2832.0, 339.0, 20.0, 162.0, 37.0, 1663.0, 175.0, 208.0, 170.0, 1712.0,Douglas
2113.0, 141.0, 20.0, 30.0, 2.0, 457.0, 245.0, 231.0, 106.0, 424.0,Ponderosa
2112.0, 15.0, 39.0, 175.0, 101.0, 242.0, 157.0, 133.0, 87.0, 511.0,Ponderosa
2102.0, 353.0, 30.0, 212.0, 78.0, 277.0, 155.0, 174.0, 146.0, 467.0,Ponderosa
2125.0, 291.0, 23.0, 277.0, 114.0, 339.0, 149.0, 229.0, 217.0, 408.0,Ponderosa
2224.0, 326.0, 14.0, 361.0, 165.0, 484.0, 184.0, 224.0, 179.0, 335.0,Ponderosa
2038.0, 137.0, 19.0, 30.0, 1.0, 591.0, 246.0, 229.0, 104.0, 636.0,Willow
1950.0, 87.0, 20.0, 0.0, 0.0, 30.0, 245.0, 203.0, 0.0, 127.0,Ponderosa
1983.0, 324.0, 15.0, 162.0, -1.0, 150.0, 180.0, 223.0, 182.0, 450.0,Ponderosa
1962.0, 69.0, 22.0, 42.0, 2.0, 300.0, 237.0, 190.0, 72.0, 553.0,Douglas
2051.0, 295.0, 25.0, 391.0, 196.0, 400.0, 141.0, 224.0, 219.0, 969.0,Douglas
2063.0, 293.0, 24.0, 404.0, 0.0, 408.0, 147.0, 227.0, 217.0, 997.0,Douglas
2084.0, 335.0, 38.0, 404.0, 20.0, 420.0, 111.0, 163.0, 175.0, 1019.0,Douglas
2101.0, 1.0, 31.0, 446.0, 37.0, 420.0, 160.0, 165.0, 130.0, 1020.0,Douglas
2914.0, 123.0, 22.0, 277.0, 87.0, 1082.0, 251.0, 216.0, 81.0, 391.0,Aspen
2896.0, 125.0, 21.0, 218.0, 69.0, 1080.0, 249.0, 221.0, 89.0, 331.0,Aspen
2753.0, 135.0, 18.0, 42.0, 0.0, 451.0, 245.0, 229.0, 106.0, 331.0,Aspen
2746.0, 139.0, 19.0, 30.0, 7.0, 421.0, 245.0, 231.0, 107.0, 361.0,Aspen
2607.0, 284.0, 20.0, 0.0, 0.0, 1340.0, 161.0, 236.0, 214.0, 964.0,Aspen
2618.0, 278.0, 21.0, 0.0, 0.0, 1364.0, 159.0, 239.0, 217.0, 962.0,Aspen
2653.0, 268.0, 21.0, 0.0, 0.0, 1423.0, 162.0, 243.0, 218.0, 960.0,Aspen
2719.0, 288.0, 10.0, 60.0, 14.0, 1617.0, 193.0, 239.0, 186.0, 1006.0,Aspen
2798.0, 274.0, 19.0, 60.0, 26.0, 1873.0, 167.0, 242.0, 212.0, 1148.0,Aspen
2819.0, 275.0, 17.0, 60.0, 30.0, 1905.0, 172.0, 242.0, 208.0, 1182.0,Aspen
2836.0, 269.0, 10.0, 42.0, -7.0, 1956.0, 195.0, 244.0, 188.0, 1237.0,Aspen
2849.0, 253.0, 18.0, 30.0, 5.0, 1992.0, 178.0, 249.0, 208.0, 1276.0,Aspen
2881.0, 209.0, 6.0, 42.0, -2.0, 2105.0, 215.0, 246.0, 167.0, 1401.0,Aspen
2607.0, 39.0, 10.0, 0.0, 0.0, 1401.0, 221.0, 217.0, 130.0, 1034.0,Douglas
2836.0, 344.0, 19.0, 212.0, 41.0, 1725.0, 178.0, 206.0, 165.0, 1648.0,Douglas
2855.0, 345.0, 14.0, 180.0, 60.0, 1615.0, 192.0, 217.0, 163.0, 1825.0,Douglas
2210.0, 106.0, 22.0, 127.0, 61.0, 90.0, 251.0, 208.0, 73.0, 514.0,Ponderosa
2103.0, 4.0, 13.0, 0.0, 0.0, 417.0, 202.0, 214.0, 148.0, 390.0,Douglas
2093.0, 47.0, 12.0, 30.0, -6.0, 342.0, 224.0, 214.0, 122.0, 400.0,Douglas
2094.0, 358.0, 22.0, 42.0, 16.0, 216.0, 180.0, 193.0, 146.0, 474.0,Douglas
2091.0, 29.0, 25.0, 60.0, 10.0, 201.0, 202.0, 176.0, 99.0, 492.0,Douglas
2052.0, 122.0, 29.0, 42.0, 16.0, 658.0, 254.0, 203.0, 56.0, 693.0,Willow
2095.0, 306.0, 30.0, 134.0, 60.0, 450.0, 126.0, 208.0, 215.0, 454.0,Ponderosa
2121.0, 85.0, 23.0, 247.0, 91.0, 361.0, 246.0, 194.0, 66.0, 335.0,Ponderosa
1992.0, 288.0, 17.0, 247.0, 70.0, 420.0, 169.0, 236.0, 206.0, 819.0,Douglas
2089.0, 274.0, 25.0, 342.0, 25.0, 450.0, 145.0, 237.0, 227.0, 1044.0,Douglas
2096.0, 351.0, 36.0, 295.0, 32.0, 474.0, 132.0, 154.0, 143.0, 1024.0,Douglas
2029.0, 107.0, 34.0, 330.0, 162.0, 360.0, 254.0, 178.0, 23.0, 992.0,Ponderosa
2897.0, 129.0, 21.0, 242.0, 70.0, 1050.0, 249.0, 222.0, 91.0, 365.0,Aspen
2761.0, 116.0, 14.0, 0.0, 0.0, 514.0, 244.0, 226.0, 107.0, 277.0,Aspen
2747.0, 121.0, 16.0, 30.0, -6.0, 454.0, 246.0, 225.0, 103.0, 335.0,Aspen
2689.0, 117.0, 27.0, 67.0, -33.0, 247.0, 254.0, 204.0, 60.0, 543.0,Aspen
2738.0, 280.0, 12.0, 60.0, 3.0, 1706.0, 186.0, 241.0, 195.0, 1008.0,Aspen
2744.0, 281.0, 13.0, 60.0, 9.0, 1729.0, 183.0, 241.0, 197.0, 1020.0,Aspen
2796.0, 261.0, 17.0, 90.0, 27.0, 1897.0, 177.0, 247.0, 207.0, 1123.0,Aspen
2836.0, 273.0, 9.0, 67.0, -7.0, 1981.0, 196.0, 243.0, 186.0, 1214.0,Aspen
2891.0, 274.0, 11.0, 90.0, 7.0, 2167.0, 190.0, 243.0, 192.0, 1425.0,Aspen
2896.0, 283.0, 9.0, 90.0, 5.0, 2188.0, 196.0, 241.0, 184.0, 1448.0,Aspen
2833.0, 327.0, 20.0, 268.0, 38.0, 1789.0, 169.0, 214.0, 183.0, 1554.0,Douglas
2868.0, 337.0, 16.0, 218.0, 73.0, 1606.0, 184.0, 217.0, 171.0, 1879.0,Douglas
2104.0, 7.0, 26.0, 60.0, 4.0, 339.0, 180.0, 180.0, 129.0, 379.0,Douglas
2164.0, 10.0, 37.0, 180.0, 141.0, 295.0, 154.0, 141.0, 102.0, 474.0,Ponderosa
2152.0, 21.0, 40.0, 210.0, 126.0, 309.0, 162.0, 126.0, 71.0, 450.0,Ponderosa
2055.0, 312.0, 28.0, 42.0, 19.0, 566.0, 134.0, 207.0, 207.0, 571.0,Ponderosa
2110.0, 41.0, 24.0, 285.0, 80.0, 361.0, 215.0, 181.0, 89.0, 301.0,Ponderosa
1988.0, 79.0, 18.0, 60.0, 20.0, 247.0, 241.0, 204.0, 87.0, 469.0,Douglas
3131.0, 70.0, 17.0, 573.0, -43.0, 1113.0, 236.0, 205.0, 96.0, 994.0,Lodgepole
2987.0, 105.0, 35.0, 480.0, 160.0, 1055.0, 253.0, 175.0, 19.0, 607.0,Lodgepole
2792.0, 81.0, 9.0, 0.0, 0.0, 658.0, 232.0, 225.0, 125.0, 150.0,Aspen
2782.0, 74.0, 12.0, 30.0, -4.0, 604.0, 235.0, 217.0, 112.0, 201.0,Aspen
2724.0, 118.0, 14.0, 42.0, -8.0, 371.0, 243.0, 227.0, 111.0, 430.0,Aspen
2860.0, 243.0, 15.0, 90.0, 16.0, 2076.0, 190.0, 251.0, 197.0, 1273.0,Aspen
2958.0, 48.0, 17.0, 134.0, 33.0, 792.0, 224.0, 201.0, 105.0, 1917.0,Lodgepole
2869.0, 342.0, 13.0, 240.0, 74.0, 1681.0, 193.0, 220.0, 166.0, 1786.0,Douglas
2132.0, 15.0, 25.0, 30.0, 6.0, 424.0, 189.0, 180.0, 119.0, 446.0,Douglas
2097.0, 26.0, 21.0, 0.0, 0.0, 300.0, 204.0, 188.0, 113.0, 601.0,Ponderosa
2176.0, 310.0, 33.0, 150.0, 128.0, 313.0, 115.0, 198.0, 213.0, 484.0,Ponderosa
2120.0, 9.0, 34.0, 268.0, 155.0, 335.0, 162.0, 154.0, 112.0, 210.0,Ponderosa
2006.0, 23.0, 14.0, 95.0, 21.0, 201.0, 211.0, 209.0, 132.0, 404.0,Douglas
1979.0, 34.0, 21.0, 190.0, 41.0, 480.0, 211.0, 189.0, 105.0, 713.0,Douglas
2075.0, 285.0, 27.0, 319.0, 11.0, 503.0, 134.0, 227.0, 227.0, 997.0,Douglas
2790.0, 74.0, 10.0, 30.0, -1.0, 618.0, 232.0, 222.0, 122.0, 192.0,Aspen
2777.0, 85.0, 15.0, 60.0, -9.0, 564.0, 240.0, 214.0, 100.0, 242.0,Aspen
2744.0, 96.0, 17.0, 30.0, -7.0, 458.0, 245.0, 214.0, 92.0, 351.0,Aspen
2735.0, 103.0, 16.0, 30.0, -8.0, 433.0, 245.0, 217.0, 96.0, 379.0,Aspen
2720.0, 122.0, 16.0, 67.0, -18.0, 379.0, 245.0, 226.0, 105.0, 437.0,Aspen
2977.0, 75.0, 21.0, 85.0, 10.0, 1616.0, 240.0, 195.0, 75.0, 1972.0,Lodgepole
2820.0, 290.0, 32.0, 124.0, 70.0, 1179.0, 116.0, 216.0, 232.0, 1337.0,Lodgepole
2871.0, 356.0, 15.0, 272.0, 76.0, 1740.0, 196.0, 213.0, 154.0, 1723.0,Douglas
2138.0, 9.0, 25.0, 108.0, 32.0, 424.0, 185.0, 183.0, 127.0, 306.0,Douglas
2162.0, 289.0, 36.0, 120.0, 94.0, 335.0, 99.0, 209.0, 237.0, 497.0,Ponderosa
2139.0, 27.0, 27.0, 283.0, 106.0, 426.0, 198.0, 172.0, 97.0, 331.0,Ponderosa
2015.0, 33.0, 28.0, 85.0, 50.0, 127.0, 203.0, 167.0, 85.0, 67.0,Ponderosa
1983.0, 17.0, 21.0, 228.0, 45.0, 510.0, 197.0, 190.0, 123.0, 731.0,Douglas
2001.0, 271.0, 15.0, 309.0, 81.0, 510.0, 179.0, 244.0, 204.0, 816.0,Douglas
2054.0, 285.0, 24.0, 342.0, -3.0, 518.0, 147.0, 232.0, 221.0, 931.0,Douglas
2112.0, 237.0, 25.0, 234.0, 48.0, 540.0, 167.0, 252.0, 214.0, 1065.0,Douglas
3061.0, 157.0, 35.0, 612.0, 284.0, 1027.0, 234.0, 220.0, 86.0, 853.0,Lodgepole
2815.0, 91.0, 9.0, 30.0, -5.0, 808.0, 235.0, 226.0, 122.0, 162.0,Aspen
2803.0, 51.0, 6.0, 0.0, 0.0, 721.0, 223.0, 226.0, 138.0, 153.0,Aspen
2802.0, 54.0, 7.0, 0.0, 0.0, 693.0, 224.0, 225.0, 136.0, 162.0,Aspen
2799.0, 72.0, 8.0, 0.0, 0.0, 664.0, 229.0, 226.0, 130.0, 175.0,Aspen
2776.0, 107.0, 16.0, 85.0, -10.0, 552.0, 245.0, 220.0, 99.0, 258.0,Aspen
2768.0, 108.0, 16.0, 85.0, 16.0, 524.0, 245.0, 220.0, 98.0, 283.0,Aspen
2760.0, 110.0, 16.0, 67.0, 8.0, 497.0, 246.0, 220.0, 97.0, 309.0,Aspen
2732.0, 116.0, 19.0, 60.0, -19.0, 417.0, 249.0, 218.0, 89.0, 390.0,Aspen
2654.0, 273.0, 16.0, 30.0, 1.0, 1504.0, 175.0, 243.0, 206.0, 841.0,Aspen
2915.0, 275.0, 15.0, 190.0, 24.0, 2120.0, 177.0, 242.0, 204.0, 1465.0,Lodgepole
2877.0, 359.0, 12.0, 301.0, 82.0, 1765.0, 202.0, 218.0, 153.0, 1719.0,Douglas
2883.0, 341.0, 16.0, 301.0, 88.0, 1698.0, 186.0, 215.0, 167.0, 1839.0,Douglas
2144.0, 24.0, 26.0, 120.0, 16.0, 566.0, 196.0, 174.0, 103.0, 309.0,Douglas
2126.0, 344.0, 17.0, 153.0, 30.0, 323.0, 183.0, 211.0, 164.0, 382.0,Douglas
2040.0, 288.0, 7.0, 30.0, -3.0, 716.0, 201.0, 240.0, 178.0, 684.0,Willow
2050.0, 287.0, 21.0, 42.0, 12.0, 691.0, 159.0, 234.0, 214.0, 663.0,Willow
1944.0, 33.0, 22.0, 0.0, 0.0, 30.0, 210.0, 187.0, 104.0, 277.0,Ponderosa
2025.0, 349.0, 29.0, 175.0, 3.0, 170.0, 154.0, 179.0, 154.0, 297.0,Ponderosa
2025.0, 13.0, 19.0, 120.0, 3.0, 212.0, 198.0, 197.0, 132.0, 342.0,Douglas
2003.0, 23.0, 24.0, 95.0, 35.0, 418.0, 198.0, 180.0, 109.0, 552.0,Douglas
1988.0, 354.0, 18.0, 150.0, 28.0, 474.0, 188.0, 206.0, 154.0, 607.0,Douglas
2022.0, 261.0, 26.0, 376.0, 100.0, 541.0, 146.0, 242.0, 229.0, 866.0,Douglas
2083.0, 225.0, 25.0, 255.0, 25.0, 569.0, 178.0, 254.0, 203.0, 1012.0,Douglas
3260.0, 170.0, 18.0, 600.0, 72.0, 1476.0, 230.0, 245.0, 140.0, 2317.0,Spruce
2856.0, 23.0, 13.0, 95.0, 29.0, 930.0, 212.0, 211.0, 134.0, 277.0,Aspen
2851.0, 47.0, 18.0, 67.0, 24.0, 918.0, 223.0, 199.0, 104.0, 255.0,Aspen
2842.0, 58.0, 20.0, 42.0, 13.0, 888.0, 230.0, 195.0, 89.0, 234.0,Aspen
2816.0, 60.0, 12.0, 0.0, 0.0, 800.0, 229.0, 215.0, 118.0, 190.0,Aspen
2736.0, 122.0, 22.0, 90.0, -15.0, 430.0, 251.0, 217.0, 82.0, 376.0,Aspen
2663.0, 273.0, 15.0, 30.0, 1.0, 1544.0, 178.0, 243.0, 203.0, 812.0,Aspen
2670.0, 271.0, 14.0, 0.0, 0.0, 1571.0, 182.0, 244.0, 201.0, 815.0,Aspen
2622.0, 260.0, 18.0, 0.0, 0.0, 1406.0, 173.0, 247.0, 210.0, 1150.0,Douglas
2883.0, 343.0, 9.0, 331.0, 88.0, 1789.0, 202.0, 227.0, 163.0, 1717.0,Douglas
2180.0, 33.0, 31.0, 134.0, 54.0, 532.0, 197.0, 155.0, 76.0, 319.0,Douglas
2116.0, 58.0, 31.0, 192.0, 71.0, 268.0, 225.0, 160.0, 46.0, 433.0,Douglas
2067.0, 181.0, 27.0, 30.0, 12.0, 876.0, 217.0, 244.0, 142.0, 335.0,Willow
2046.0, 101.0, 17.0, 0.0, 0.0, 782.0, 246.0, 214.0, 90.0, 618.0,Willow
2041.0, 61.0, 6.0, 0.0, 0.0, 757.0, 225.0, 228.0, 137.0, 648.0,Willow
2005.0, 352.0, 14.0, 309.0, 67.0, 570.0, 194.0, 214.0, 158.0, 771.0,Douglas
2063.0, 221.0, 24.0, 258.0, 5.0, 589.0, 184.0, 254.0, 197.0, 977.0,Douglas
3132.0, 150.0, 11.0, 457.0, -42.0, 1020.0, 235.0, 240.0, 134.0, 1159.0,Lodgepole
2887.0, 138.0, 25.0, 365.0, 60.0, 912.0, 248.0, 222.0, 87.0, 524.0,Lodgepole
2828.0, 61.0, 17.0, 30.0, 5.0, 824.0, 232.0, 202.0, 96.0, 228.0,Aspen
2817.0, 25.0, 10.0, 42.0, 5.0, 735.0, 215.0, 219.0, 140.0, 210.0,Aspen
2814.0, 49.0, 10.0, 60.0, 3.0, 706.0, 224.0, 218.0, 127.0, 212.0,Aspen
2809.0, 72.0, 12.0, 60.0, 3.0, 677.0, 234.0, 216.0, 112.0, 218.0,Aspen
2801.0, 89.0, 14.0, 60.0, -1.0, 648.0, 240.0, 217.0, 104.0, 228.0,Aspen
2776.0, 118.0, 18.0, 108.0, -20.0, 560.0, 248.0, 221.0, 93.0, 277.0,Aspen
2767.0, 121.0, 18.0, 127.0, -26.0, 532.0, 247.0, 223.0, 97.0, 297.0,Aspen
2750.0, 120.0, 20.0, 124.0, -1.0, 474.0, 250.0, 218.0, 87.0, 342.0,Aspen
2718.0, 129.0, 25.0, 120.0, -33.0, 390.0, 251.0, 216.0, 76.0, 417.0,Aspen
2765.0, 231.0, 18.0, 175.0, 39.0, 1894.0, 189.0, 253.0, 198.0, 932.0,Aspen
2971.0, 95.0, 15.0, 30.0, 4.0, 1556.0, 242.0, 217.0, 100.0, 1962.0,Lodgepole
2962.0, 96.0, 6.0, 0.0, 0.0, 1528.0, 231.0, 231.0, 133.0, 1989.0,Lodgepole
2977.0, 335.0, 11.0, 382.0, 97.0, 1048.0, 196.0, 226.0, 169.0, 938.0,Lodgepole
2169.0, 349.0, 16.0, 90.0, 20.0, 300.0, 189.0, 212.0, 160.0, 497.0,Lodgepole
2183.0, 330.0, 25.0, 180.0, 58.0, 552.0, 153.0, 201.0, 182.0, 212.0,Douglas
2148.0, 3.0, 22.0, 210.0, 50.0, 384.0, 183.0, 191.0, 139.0, 319.0,Douglas
2054.0, 176.0, 7.0, 0.0, 0.0, 895.0, 224.0, 244.0, 154.0, 323.0,Willow
2055.0, 189.0, 9.0, 0.0, 0.0, 918.0, 221.0, 247.0, 160.0, 351.0,Willow
2062.0, 199.0, 29.0, 0.0, 0.0, 966.0, 197.0, 250.0, 170.0, 408.0,Willow
2046.0, 98.0, 10.0, 0.0, 0.0, 799.0, 237.0, 225.0, 118.0, 612.0,Willow
2046.0, 3.0, 5.0, 30.0, 0.0, 774.0, 214.0, 231.0, 155.0, 641.0,Willow
2046.0, 313.0, 10.0, 42.0, 5.0, 750.0, 194.0, 233.0, 179.0, 671.0,Willow
2152.0, 268.0, 32.0, 212.0, 114.0, 594.0, 121.0, 232.0, 240.0, 495.0,Ponderosa
2208.0, 335.0, 25.0, 277.0, 174.0, 534.0, 157.0, 198.0, 176.0, 408.0,Ponderosa
2205.0, 27.0, 30.0, 300.0, 168.0, 516.0, 191.0, 159.0, 87.0, 379.0,Ponderosa
2059.0, 359.0, 29.0, 153.0, 37.0, 212.0, 163.0, 173.0, 136.0, 258.0,Ponderosa
2038.0, 237.0, 20.0, 295.0, -19.0, 607.0, 179.0, 253.0, 206.0, 912.0,Douglas
2103.0, 225.0, 20.0, 127.0, 39.0, 564.0, 188.0, 254.0, 197.0, 875.0,Ponderosa
2005.0, 122.0, 30.0, 277.0, 102.0, 277.0, 254.0, 200.0, 50.0, 810.0,Ponderosa
2751.0, 234.0, 17.0, 134.0, 25.0, 1891.0, 189.0, 253.0, 198.0, 890.0,Aspen
2766.0, 229.0, 11.0, 150.0, 30.0, 1936.0, 204.0, 250.0, 182.0, 924.0,Aspen
2973.0, 80.0, 14.0, 30.0, 11.0, 1546.0, 238.0, 213.0, 102.0, 1950.0,Lodgepole
2859.0, 13.0, 19.0, 277.0, 6.0, 789.0, 198.0, 198.0, 133.0, 95.0,Lodgepole
2210.0, 41.0, 26.0, 190.0, 77.0, 541.0, 213.0, 174.0, 82.0, 277.0,Douglas
2175.0, 353.0, 20.0, 210.0, 52.0, 631.0, 181.0, 200.0, 154.0, 216.0,Douglas
2168.0, 43.0, 22.0, 240.0, 61.0, 458.0, 218.0, 186.0, 92.0, 234.0,Douglas
2147.0, 51.0, 24.0, 255.0, 101.0, 323.0, 223.0, 180.0, 78.0, 376.0,Douglas
2059.0, 128.0, 22.0, 0.0, 0.0, 841.0, 250.0, 220.0, 87.0, 228.0,Willow
2055.0, 108.0, 2.0, 0.0, 0.0, 865.0, 221.0, 237.0, 151.0, 256.0,Willow
2058.0, 338.0, 15.0, 0.0, 0.0, 890.0, 187.0, 218.0, 170.0, 285.0,Willow
2062.0, 357.0, 20.0, 30.0, 7.0, 914.0, 184.0, 199.0, 149.0, 313.0,Willow
2056.0, 22.0, 11.0, 30.0, 1.0, 960.0, 213.0, 217.0, 139.0, 371.0,Willow
2053.0, 135.0, 2.0, 0.0, 0.0, 984.0, 222.0, 238.0, 151.0, 400.0,Willow
2055.0, 198.0, 15.0, 0.0, 0.0, 967.0, 214.0, 252.0, 169.0, 430.0,Willow
2051.0, 131.0, 18.0, 30.0, 5.0, 841.0, 246.0, 227.0, 102.0, 577.0,Willow
2044.0, 139.0, 5.0, 0.0, 0.0, 816.0, 228.0, 238.0, 144.0, 607.0,Willow
2048.0, 284.0, 4.0, 30.0, 2.0, 792.0, 209.0, 240.0, 169.0, 636.0,Willow
2048.0, 297.0, 10.0, 60.0, 2.0, 768.0, 193.0, 237.0, 184.0, 666.0,Willow
2078.0, 274.0, 26.0, 127.0, 14.0, 700.0, 142.0, 236.0, 228.0, 618.0,Ponderosa
2111.0, 267.0, 30.0, 170.0, 32.0, 658.0, 130.0, 235.0, 236.0, 560.0,Ponderosa
2036.0, 61.0, 29.0, 30.0, 14.0, 319.0, 229.0, 168.0, 52.0, 351.0,Douglas
2020.0, 15.0, 23.0, 180.0, 44.0, 510.0, 194.0, 187.0, 123.0, 582.0,Douglas
2022.0, 340.0, 15.0, 342.0, -35.0, 631.0, 188.0, 217.0, 168.0, 849.0,Douglas
2114.0, 239.0, 11.0, 127.0, 56.0, 660.0, 200.0, 249.0, 186.0, 949.0,Douglas
2100.0, 143.0, 27.0, 85.0, 36.0, 661.0, 246.0, 223.0, 86.0, 916.0,Ponderosa
1939.0, 153.0, 18.0, 134.0, 40.0, 153.0, 239.0, 238.0, 122.0, 800.0,Ponderosa
1936.0, 163.0, 13.0, 120.0, 37.0, 127.0, 232.0, 243.0, 140.0, 816.0,Ponderosa
2833.0, 105.0, 14.0, 90.0, 10.0, 815.0, 243.0, 222.0, 106.0, 285.0,Aspen
2688.0, 283.0, 13.0, 30.0, 2.0, 1667.0, 185.0, 240.0, 195.0, 735.0,Aspen
2693.0, 283.0, 11.0, 0.0, 0.0, 1693.0, 188.0, 240.0, 192.0, 742.0,Aspen
2743.0, 230.0, 13.0, 108.0, 11.0, 1911.0, 200.0, 251.0, 187.0, 865.0,Aspen
2660.0, 238.0, 26.0, 42.0, 12.0, 1473.0, 163.0, 251.0, 217.0, 1291.0,Douglas
2184.0, 6.0, 21.0, 153.0, 38.0, 335.0, 190.0, 195.0, 137.0, 446.0,Lodgepole
2141.0, 86.0, 27.0, 240.0, 91.0, 300.0, 247.0, 184.0, 49.0, 390.0,Douglas
2085.0, 77.0, 32.0, 150.0, 35.0, 210.0, 240.0, 164.0, 29.0, 474.0,Douglas
2170.0, 218.0, 25.0, 0.0, 0.0, 306.0, 185.0, 254.0, 195.0, 446.0,Ponderosa
2056.0, 56.0, 7.0, 0.0, 0.0, 858.0, 225.0, 226.0, 135.0, 218.0,Willow
2062.0, 322.0, 21.0, 30.0, 3.0, 882.0, 162.0, 214.0, 189.0, 247.0,Willow
2053.0, 48.0, 11.0, 30.0, 0.0, 983.0, 224.0, 215.0, 123.0, 424.0,Willow
2049.0, 180.0, 7.0, 0.0, 0.0, 957.0, 223.0, 244.0, 156.0, 454.0,Willow
2055.0, 164.0, 19.0, 30.0, 1.0, 907.0, 234.0, 242.0, 131.0, 514.0,Willow
2044.0, 270.0, 2.0, 0.0, 0.0, 834.0, 214.0, 239.0, 163.0, 603.0,Willow
2052.0, 307.0, 14.0, 42.0, 0.0, 787.0, 180.0, 231.0, 190.0, 663.0,Willow
2036.0, 34.0, 20.0, 331.0, 74.0, 658.0, 213.0, 193.0, 109.0, 726.0,Douglas
2035.0, 353.0, 20.0, 365.0, -22.0, 660.0, 181.0, 200.0, 154.0, 815.0,Douglas
1929.0, 172.0, 16.0, 90.0, 30.0, 108.0, 229.0, 246.0, 143.0, 787.0,Ponderosa
3010.0, 124.0, 27.0, 485.0, 233.0, 888.0, 253.0, 209.0, 65.0, 949.0,Lodgepole
2858.0, 177.0, 10.0, 192.0, 29.0, 810.0, 225.0, 246.0, 153.0, 384.0,Aspen
2803.0, 139.0, 22.0, 134.0, -19.0, 693.0, 247.0, 227.0, 96.0, 301.0,Aspen
2775.0, 135.0, 26.0, 153.0, -35.0, 603.0, 250.0, 219.0, 81.0, 323.0,Aspen
2685.0, 134.0, 26.0, 108.0, 37.0, 365.0, 250.0, 218.0, 79.0, 469.0,Aspen
2660.0, 76.0, 14.0, 0.0, 0.0, 1364.0, 237.0, 212.0, 104.0, 731.0,Aspen
2706.0, 286.0, 10.0, 0.0, 0.0, 1760.0, 193.0, 240.0, 186.0, 731.0,Aspen
2740.0, 263.0, 8.0, 67.0, 8.0, 1910.0, 201.0, 244.0, 182.0, 824.0,Aspen
2871.0, 49.0, 13.0, 192.0, 18.0, 742.0, 225.0, 211.0, 118.0, 95.0,Lodgepole
2215.0, 331.0, 26.0, 270.0, 92.0, 636.0, 149.0, 197.0, 182.0, 134.0,Douglas
2188.0, 27.0, 16.0, 295.0, 67.0, 525.0, 212.0, 205.0, 126.0, 170.0,Douglas
2070.0, 87.0, 25.0, 120.0, 20.0, 180.0, 247.0, 190.0, 57.0, 495.0,Douglas
2067.0, 103.0, 21.0, 0.0, 0.0, 853.0, 250.0, 208.0, 76.0, 182.0,Willow
2062.0, 304.0, 7.0, 0.0, 0.0, 876.0, 201.0, 237.0, 175.0, 212.0,Willow
2054.0, 40.0, 20.0, 30.0, 5.0, 973.0, 217.0, 192.0, 101.0, 451.0,Willow
2047.0, 50.0, 8.0, 0.0, 0.0, 949.0, 224.0, 223.0, 134.0, 481.0,Willow
2047.0, 101.0, 5.0, 30.0, 1.0, 900.0, 228.0, 233.0, 139.0, 541.0,Willow
2045.0, 45.0, 2.0, 30.0, 1.0, 876.0, 220.0, 234.0, 151.0, 571.0,Willow
2045.0, 308.0, 8.0, 0.0, 0.0, 853.0, 197.0, 235.0, 178.0, 601.0,Willow
2052.0, 307.0, 15.0, 0.0, 0.0, 830.0, 178.0, 230.0, 192.0, 631.0,Willow
2059.0, 311.0, 17.0, 30.0, 7.0, 807.0, 170.0, 225.0, 194.0, 661.0,Willow
2059.0, 78.0, 39.0, 150.0, 119.0, 175.0, 237.0, 140.0, 0.0, 297.0,Ponderosa
